Id,SalePrice
1461,120816.891
1462,153466.484
1463,175928.147
1464,184253.223
1465,196152.146
1466,185232.555
1467,173357.345
1468,176859.831
1469,181311.127
1470,125252.443
1471,194132.806
1472,95910.404
1473,93416.454
1474,153713.611
1475,144524.014
1476,420617.488
1477,259174.465
1478,293424.427
1479,283788.222
1480,443980.699
1481,333102.592
1482,214067.051
1483,180546.634
1484,176167.537
1485,174495.691
1486,199118.107
1487,339154.263
1488,239999.257
1489,213099.952
1490,188899.22
1491,197040.869
1492,100343.261
1493,185690.83
1494,304058.991
1495,280506.06
1496,211021.652
1497,189231.392
1498,153742.222
1499,153112.851
1500,154405.034
1501,167802.811
1502,163242.547
1503,293981.085
1504,230367.144
1505,212186.133
1506,184877.437
1507,213671.323
1508,192152.961
1509,165290.293
1510,152750.716
1511,151467.357
1512,162814.176
1513,159340.399
1514,152553.498
1515,176901.676
1516,157184.73
1517,158197.563
1518,131861.524
1519,216197.62
1520,138862.29
1521,142142.759
1522,158597.294
1523,120543.827
1524,124044.841
1525,125752.195
1526,130527.992
1527,106574.792
1528,124881.754
1529,144655.404
1530,168904.794
1531,131922.294
1532,102585.646
1533,138194.303
1534,118223.411
1535,154934.465
1536,120056.184
1537,77815.362
1538,178829.715
1539,243200.888
1540,125412.035
1541,148740.596
1542,135623.268
1543,206041.13
1544,81194.88
1545,98406.279
1546,124706.651
1547,137200.079
1548,127370.944
1549,106530.875
1550,133158.327
1551,113467.981
1552,143942.649
1553,157016.512
1554,119275.058
1555,156631.153
1556,104005.879
1557,109738.495
1558,92167.586
1559,131532.951
1560,137530.795
1561,141353.896
1562,121865.453
1563,122847.883
1564,156136.986
1565,151762.424
1566,218727.65
1567,86791.751
1568,218207.328
1569,148173.44
1570,134901.192
1571,137469.698
1572,139628.638
1573,225928.832
1574,125111.751
1575,198936.839
1576,192438.018
1577,208010.66
1578,157020.643
1579,140570.32
1580,189098.965
1581,143185.925
1582,126098.01
1583,324800.16
1584,242245.228
1585,140318.06
1586,75643.451
1587,117709.662
1588,153781.815
1589,107510.986
1590,138319.404
1591,112312.318
1592,120359.297
1593,115376.53
1594,156582.623
1595,123220.578
1596,229420.179
1597,166649.691
1598,194232.47
1599,193363.717
1600,189451.7127142857
1601,77660.333
1602,110313.969
1603,100456.568
1604,278338.889
1605,248399.084
1606,163673.367
1607,174511.543
1608,220098.978
1609,200976.14
1610,164932.924
1611,152492.506
1612,168788.207
1613,162666.585
1614,116330.117
1615,87738.928
1616,82782.509
1617,86582.602
1618,124999.85
1619,136694.124
1620,156740.198
1621,142526.037
1622,154545.295
1623,285893.747
1624,209021.032
1625,126903.142
1626,172200.565
1627,182250.751
1628,277483.24
1629,180141.806
1630,315677.005
1631,240370.125
1632,265395.302
1633,167398.922
1634,184207.572
1635,175125.09
1636,163276.262
1637,175376.779
1638,213393.554
1639,181105.265
1640,250600.305
1641,182181.782
1642,230602.452
1643,222103.576
1644,223747.447
1645,179465.643
1646,154734.102
1647,163500.534
1648,146930.394
1649,141064.444
1650,125404.338
1651,127477.841
1652,98332.15
1653,96089.587
1654,160935.465
1655,153158.339
1656,149786.828
1657,153747.314
1658,158599.326
1659,141821.931
1660,150984.459
1661,421172.443
1662,382007.235
1663,381452.662
1664,428953.084
1665,316479.966
1666,311651.44
1667,359290.497
1668,331860.851
1669,291142.067
1670,344404.95
1671,251850.329
1672,430040.392
1673,309637.267
1674,250498.298
1675,188496.659
1676,190054.647
1677,212789.583
1678,429764.588
1679,370215.05
1680,330042.085
1681,270287.638
1682,310487.939
1683,186130.5
1684,173015.892
1685,175924.494
1686,177903.508
1687,169111.928
1688,186864.162
1689,188303.949
1690,185671.023
1691,176259.759
1692,272468.278
1693,170888.238
1694,181504.044
1695,168802.595
1696,267961.562
1697,168957.512
1698,347967.46
1699,336819.306
1700,245724.42
1701,265801.323
1702,257999.923
1703,260053.512
1704,278606.896
1705,252034.405
1706,404092.528
1707,221786.334
1708,221187.344
1709,279194.218
1710,233816.201
1711,258859.955
1712,264398.969
1713,244617.031
1714,218240.451
1715,200169.198
1716,177931.98
1717,165645.19
1718,149895.223
1719,213254.916
1720,252518.791
1721,163183.277
1722,138825.524
1723,156139.178
1724,215544.886
1725,239253.146
1726,194176.017
1727,170870.582
1728,190208.063
1729,163203.121
1730,157102.827
1731,130369.019
1732,127022.749
1733,115381.929
1734,129222.879
1735,125502.24
1736,114964.324
1737,350644.859
1738,214594.141
1739,287643.644
1740,185736.436
1741,182516.875
1742,165170.657
1743,175346.649
1744,322344.482
1745,234289.058
1746,278152.585
1747,224217.505
1748,215903.548
1749,158668.843
1750,146202.872
1751,243271.834
1752,114031.632
1753,145908.598
1754,213344.989
1755,164117.678
1756,123731.054
1757,115268.784
1758,139218.505
1759,156965.78
1760,155611.53
1761,146965.02
1762,182569.654
1763,174693.878
1764,121638.141
1765,157348.091
1766,168002.501
1767,198536.628
1768,138425.431
1769,168738.211
1770,140076.933
1771,132514.73
1772,140007.429
1773,135862.922
1774,135921.662
1775,133189.801
1776,131268.31
1777,113477.074
1778,124156.423
1779,126233.645
1780,178541.148
1781,126389.716
1782,101556.825
1783,131612.809
1784,107312.421
1785,113178.684
1786,152943.319
1787,176327.88
1788,59711.215
1789,103975.324
1790,85923.94
1791,179911.234
1792,155058.708
1793,130822.284
1794,135412.336
1795,138943.658
1796,157003.312
1797,112758.004
1798,126734.778
1799,114223.684
1800,143777.971
1801,134351.605
1802,151626.388
1803,150940.592
1804,139314.075
1805,136133.858
1806,119814.65
1807,141900.186
1808,129279.242
1809,137642.012
1810,146891.189
1811,120556.226
1812,114485.144
1813,121350.885
1814,99146.429
1815,58287.898
1816,102711.371
1817,126053.399
1818,136181.191
1819,118672.075
1820,83229.212
1821,124128.89
1822,143736.046
1823,67197.661
1824,133613.365
1825,140856.023
1826,108138.869
1827,103965.492
1828,131214.51
1829,107283.248
1830,141641.556
1831,183244.207
1832,120072.191
1833,134486.146
1834,144802.516
1835,170566.364
1836,124975.578
1837,101028.031
1838,134019.63
1839,86251.906
1840,166047.685
1841,149183.493
1842,95775.375
1843,140415.511
1844,144468.504
1845,147862.349
1846,153813.383
1847,152969.26
1848,65667.258
1849,129447.94
1850,133232.475
1851,148509.858
1852,129062.78
1853,136452.006
1854,170227.375
1855,162876.477
1856,222596.495
1857,164333.112
1858,143177.493
1859,128239.281
1860,150495.002
1861,128140.253
1862,269486.12
1863,264916.31
1864,264916.31
1865,344643.902
1866,331043.796
1867,244945.836
1868,296759.24
1869,191809.209
1870,243380.618
1871,254305.832
1872,172806.167
1873,218519.209
1874,133097.687
1875,196834.002
1876,191510.724
1877,196571.138
1878,211134.307
1879,130822.93
1880,132706.658
1881,239167.112
1882,261515.338
1883,198300.225
1884,213560.649
1885,262507.437
1886,290300.48
1887,191918.251
1888,267666.899
1889,165231.086
1890,139056.761
1891,145493.219
1892,111434.857
1893,133851.178
1894,132660.993
1895,145253.46
1896,122969.457
1897,115452.963
1898,114076.565
1899,131609.114
1900,150236.498
1901,154901.057
1902,133479.022
1903,226644.305
1904,133364.999
1905,175309.715
1906,153757.517
1907,179919.865
1908,118602.436
1909,131254.44
1910,126465.639
1911,196253.818
1912,268056.568
1913,154864.868
1914,73057.161
1915,334405.64
1916,79883.741
1917,257063.009
1918,134368.897
1919,162102.505
1920,156705.267
1921,399440.382
1922,341438.212
1923,212075.816
1924,213642.077
1925,229845.208
1926,376823.468
1927,137959.607
1928,152093.619
1929,124925.64
1930,146959.134
1931,136649.77
1932,142617.323
1933,171594.044
1934,179239.066
1935,174439.169
1936,185848.206
1937,186750.823
1938,167869.058
1939,270935.033
1940,195325.994
1941,178910.09
1942,197470.009
1943,199479.193
1944,321876.763
1945,359662.896
1946,157734.954
1947,306653.64
1948,170783.55
1949,231521.141
1950,179254.037
